ID,IMDB ID,Title,Original Title,Spoken Languages,Collection,Release Date,Genres,Tagline,Overview,Runtime,Production Companies,Production Countries,Budget,Revenue,Vote Average,Vote Count,Popularity,Homepage,Status,Poster Path
700,tt0086034,Octopussy,Octopussy,"Deutsch, English, Pусский, Español",James Bond Collection,1983-06-05,"Adventure, Action, Thriller",James Bond’s all time high.,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,131 mins,Eon Productions,"United Kingdom, United States of America","27,500,000","187,500,000",6.2,534,10.619302,http://www.mgm.com/view/movie/1394/Octopussy/,Released,/s1GeJcwTclopbed1Bo2hjunSika.jpg
36670,tt0086006,Never Say Never Again,Never Say Never Again,"English, Français, العربية, Español",James Bond Collection,1983-10-07,"Adventure, Action, Thriller",Sean Connery is James Bond 007,"James Bond returns as the secret agent 007 one more time to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge. This is the last time for Sean Connery as Her Majesty's Secret Agent 007.",134 mins,"PSO International, TaliaFilm II Productions, Woodcote","Germany, United Kingdom, United States of America","36,000,000","160,000,000",5.8,348,10.231985,http://www.mgm.com/view/movie/1345/Never-Say-Never-Again/,Released,/s9tBlhTEW0OtYJdemVMPbRcD7wk.jpg
809,tt0298148,Shrek 2,Shrek 2,English,Shrek Collection,2004-05-19,"Adventure, Animation, Comedy, Family, Fantasy",Once upon another time...,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",93 mins,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation",United States of America,"150,000,000","919,838,758",6.7,"3,082",16.22986,http://www.shrek2.com/,Released,/akWDA0BMVYK4OTM92T5i91DYnsT.jpg
558,tt0316654,Spider-Man 2,Spider-Man 2,"English, Pусский, 普通话",Spider-Man Collection,2004-06-25,"Action, Adventure, Fantasy",There's a hero in all of us.,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",127 mins,"Columbia Pictures, Laura Ziskin Productions, Marvel Enterprises",United States of America,"200,000,000","783,766,341",6.7,"4,432",10.834506,http://www.sonypictures.com/movies/spider-man2/,Released,/qtBFrsEQ4oXW8sKvRxkKnYuPLg.jpg
80,tt0381681,Before Sunset,Before Sunset,"English, Français",Before... Collection,2004-02-10,"Drama, Romance",What if you had a second chance with the one that got away?,Nine years ago two strangers met by chance and spent a night in Vienna that ended before sunrise. They are about to meet for the first time since. Now they have one afternoon to find out if they belong together.,80 mins,"Castle Rock Entertainment, Detour Film Production, Warner Independent Pictures (WIP)",United States of America,"2,700,000","15,992,615",7.6,734,7.048957,http://www.warnerbros.com/?site=beforesunset#/page=movies&pid=f-57b53b9e/BEFORE_SUNSET&asset=059437/Before_Sunset_-_Trailer_1A&type=video/,Released,/gycdE1ARByGQcK4fYR2mgpU6OO.jpg
11247,tt0356470,A Cinderella Story,A Cinderella Story,"Český, English, Deutsch",Cinderella Story Collection,2004-07-10,Comedy,Once upon a time... can happen any time.,"Sam Montgomery is a tomboyish, unpopular girl at school. She has been text messaging a somebody named Nomad for a few months and he asks her to meet him at the Halloween dance at 11:00 in the middle of the dance floor. The only problem is, she must get back to the diner, ran by her wicked Stepmom Fiona by 12 sharp because she is not supposed to be there. Before Nomad can found out who she is, she must leave with her best friend, Carter driving her back to the diner. After that night, everything in Sam's life goes wacko!",95 mins,"Gaylord Films, Warner Bros., Dylan Sellers Productions, Clifford Werber Productions","Canada, United States of America","19,000,000","70,067,909",6.1,737,8.385361,http://www2.warnerbros.com/acinderellastory/index.html,Released,/lzIjehNqNCFOuCRT9xJ2FYf1WPS.jpg
2502,tt0372183,The Bourne Supremacy,The Bourne Supremacy,"English, Pусский, Deutsch, Italiano",The Bourne Collection,2004-07-23,"Action, Drama, Thriller",They should have left him alone.,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",108 mins,"Universal Pictures, The Kennedy/Marshall Company, Hypnotic, Motion Picture THETA Produktionsgesellschaft, Ludlum Entertainment","Germany, United States of America","75,000,000","288,500,217",7.2,"2,873",20.40426,https://www.uphe.com/movies/the-bourne-supremacy,Released,/jXwZgmqOtsqsXuB9oGhocOAegCM.jpg
395,tt0370263,AVP: Alien vs. Predator,AVP: Alien vs. Predator,"Italiano, English",AVP Collection,2004-08-12,"Adventure, Science Fiction, Action",Whoever wins... We lose,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",101 mins,"Impact Pictures, Studio Babelsberg, Twentieth Century Fox Film Corporation, Davis Entertainment, Stillking Films, Brandywine Productions, Lonlink Productions, Kut Productions, Inside Track Films, Charenton Productions Limited, Revolution Sun Studios","Canada, Czech Republic, Germany, United Kingdom, United States of America","70,000,000","171,183,863",5.6,"1,241",12.636205,http://www.avp-movie.com/,Released,/9xzRKUBIqLwhhOYtcE7P1BbWXP9.jpg
9806,tt0317705,The Incredibles,The Incredibles,"Français, English",The Incredibles Collection,2004-11-05,"Action, Adventure, Animation, Family","No gut, no glory","Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",115 mins,"Walt Disney Pictures, Pixar Animation Studios",United States of America,"92,000,000","631,442,092",7.4,"5,290",22.220214,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,Released,/huGDgQRB24IzkJLNqe5zq1pdvEE.jpg
36648,tt0359013,Blade: Trinity,Blade: Trinity,"Esperanto, English",Blade Collection,2004-12-08,"Science Fiction, Action, Horror, Thriller, Adventure, Fantasy",The final hunt begins.,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed - The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him, the original vampire, Dracula.",123 mins,"New Line Cinema, Amen Ra Films, Shawn Danielle Productions Ltd., Imaginary Forces, Marvel Enterprises, Peter Frankfurt Productions",United States of America,"65,000,000","128,905,366",5.7,"1,276",18.860681,http://www.warnerbros.com/blade-trinity,Released,/4WinsdHQBdh5aTt7Bd7T7dbUXbb.jpg
23336,tt0035209,Why We Fight: Prelude to War,Why We Fight: Prelude to War,English,Why We Fight,1942-05-27,"Documentary, History, War",The US government puts the finger on the United Nations.,"Prelude to War was the first film of Frank Capra's Why We Fight propaganda film series, commissioned by the Pentagon and George C. Marshall. It was made to convince American troops of the necessity of combating the Axis Powers during World War II. This film examines the differences between democratic and fascist states.",53 mins,War activities committee of the motion pictures industry,United States of America,0,0,5.6,5,0.476623,http://www.archive.org/details/PreludeToWar,Released,/vpkCDbVQDXth2lK3Zw5FYcxAvX3.jpg
2061,tt0117407,Pusher,Pusher,Dansk,Pusher Collection,1996-08-30,"Action, Crime, Drama, Thriller",You don't have a chance. Seize it!,A drug pusher grows increasingly desperate after a botched deal leaves him with a large debt to a ruthless drug lord.,105 mins,Balboa Entertainment,Denmark,0,0,6.8,162,6.160414,http://www.pusher.nu/,Released,/8z2avGSJmoFdKNYaktA7QWe7m2C.jpg
12540,tt0334965,Bring It On Again,Bring It On Again,English,Bring It On Collection,2004-01-13,Comedy,May the best moves win again.,"When new students can't get onto their college cheerleading team, they form their own squad and prepare for a cheer off.",90 mins,Universal Pictures,United States of America,0,0,5.3,93,0.380586,https://www.uphe.com/movies/bring-it-on-again,Released,/b6urssx3VQ66VHZbuQTdTRUkkw9.jpg
3396,tt0379593,The Yes Men,The Yes Men,English,The Yes Men Collection,2003-09-07,"Comedy, Documentary",Changing the world one prank at a time.,"A comic, biting and revelatory documentary following a small group of prankster activists as they gain worldwide notoriety for impersonating the World Trade Organization (WTO) on television and at business conferences around the world.",80 mins,,United States of America,0,0,7.0,28,2.647884,http://www.theyesmen.org/,Released,/lbwXEMe4fz6hj3ySwgstRJx38Wz.jpg
693,tt0290002,Meet the Fockers,Meet the Fockers,English,Meet the Parents Collection,2004-12-22,"Comedy, Romance",Misery loves family.,"Hard-to-crack ex-CIA man, Jack Byrnes and his wife, Dina head for the warmer climes of Florida to meet son-in-law-to-be, Greg Focker's parents. Unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract.",115 mins,"DreamWorks SKG, Universal Pictures, Everyman Pictures, Tribeca Productions",United States of America,"80,000,000","516,642,939",6.1,"1,412",11.876386,http://www.meetthefockers.com/index.php,Released,/xHAqB06iL5D6HyOS6QpgyKkRQHD.jpg
8968,tt0357507,Boogeyman,Boogeyman,"English, Français, Polski",The Boogeyman Collection,2005-02-04,"Thriller, Horror, Drama, Mystery",You thought it was just a story.,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. Is the Boogeyman real? Or did Tim make him up to explain why his father abandoned his family?",89 mins,"Ghost House Pictures, Senator International, Screen Gems, Pacific Renaissance Pictures Ltd.",United States of America,"20,000,000","67,192,859",4.6,194,9.704289,http://www.uip.de/lo/goodies/posters/pl_boogeyman.html,Released,/uG61rNRVfBx7sHJp42wlN5yLouU.jpg
187,tt0401792,Sin City,Sin City,English,Sin City Collection,2005-04-01,"Action, Thriller, Crime",Walk down the right back alley in Sin City and you can find anything...,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",124 mins,"Dimension Films, Troublemaker Studios, Miramax",United States of America,"40,000,000","158,733,820",7.2,"2,755",15.010525,http://www.miramax.com/movie/sin-city/,Released,/vKJVGOKPyWqp9d2EX5NH1liqRqR.jpg
11679,tt0329774,xXx: State of the Union,xXx: State of the Union,English,xXx Collection,2005-04-27,"Action, Adventure, Crime, Drama, Mystery, Thriller",Prepare for the next level,"Ice Cube stars as Darius Stone, a thrill-seeking troublemaker whose criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert (played by Willem Dafoe).",101 mins,"Original Film, Columbia Pictures Corporation, Revolution Studios",United States of America,"60,000,000","71,073,932",4.7,565,19.144611,http://www.sonypictures.com/movies/xxxstateoftheunion/,Released,/sNnciVEuolaZoIzn5v2rP0pjiL0.jpg
1895,tt0121766,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,English,Star Wars Collection,2005-05-17,"Science Fiction, Adventure, Action",The saga is complete.,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",140 mins,Lucasfilm,United States of America,"113,000,000","850,000,000",7.1,"4,200",13.165421,http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,Released,/tgr5Pdy7ehZYBqBkN2K7Q02xgOb.jpg
272,tt0372784,Batman Begins,Batman Begins,"English, اردو, 普通话",The Dark Knight Collection,2005-06-10,"Action, Crime, Drama",Evil fears the knight.,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City. Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",140 mins,"DC Comics, Legendary Pictures, Warner Bros., DC Entertainment, Syncopy, Patalex III Productions Limited","United Kingdom, United States of America","150,000,000","374,218,673",7.5,"7,511",28.505341,http://www2.warnerbros.com/batmanbegins/index.html,Released,/dr6x4GyyegBWtinPBzipY02J2lV.jpg
1696,tt0395584,The Devil's Rejects,The Devil's Rejects,"Español, English",House of 1000 Corpses Collection,2005-07-22,"Drama, Horror, Crime",Death walks behind. Hell waits ahead.,"The sequel to House of 1000 Corpses – the Firefly family are ambushed at their isolated home by Sheriff Wydell and a squad of armed men guns blazing – yet only Otis and his sister, Baby, manage to escape the barrage of bullets unharmed. Hiding out in a backwater motel, the wanted siblings wait to rendezvous with their errant father, Captain Spaulding, killing whoever happens to stand in their way.",107 mins,"Lions Gate Films, Cinerenta Medienbeteiligungs KG, Firm Films, Cinelamda Internationale Filmproduktionsgesellschaft","Germany, United States of America",0,0,6.6,329,12.221507,http://robzombie.com/movies/the-devils-rejects/,Released,/jSWt4aJizmXmPXV3SBQGTWhwuCB.jpg
6519,tt0377818,The Dukes of Hazzard,The Dukes of Hazzard,English,The Dukes Of Hazzard Collection,2005-08-05,"Action, Adventure, Comedy",Cousins. Outlaws. Thrillbillies.,"Cousins, Bo and Luke Duke, with the help of their eye-catching cousin, Daisy and moonshine-running Uncle Jesse, try and save the family farm from being destroyed by Hazzard County's corrupt commissioner, Boss Hogg. Their efforts constantly find the 'Duke Boys' eluding authorities in 'The General Lee', their 1969 orange Dodge Charger that keeps them one step ahead of the dimwitted antics of the small southern town's Sheriff, Roscoe P. Coltrane.",104 mins,"Village Roadshow Pictures, Gerber Pictures, Warner Bros., WV Films III",United States of America,"50,000,000","110,803,676",5.1,321,9.039467,http://www.warnerbros.com/dukes-hazzard/index_splash,Released,/ts0KZTwWfpaPm4X6jaus3xBV8gN.jpg
8923,tt0385002,Green Street Hooligans,Green Street Hooligans,English,Green Street Hooligans Collection,2005-09-09,"Crime, Drama",Just think of someone you hate.,"After being wrongfully expelled from Harvard University, American Matt Buckner flees to his sister's home in England. Once there, he is befriended by her charming and dangerous brother-in-law, Pete Dunham, and introduced to the underworld of British football hooliganism. Matt learns to stand his ground through a friendship that develops against the backdrop of this secret and often violent world. 'Green Street Hooligans' is a story of loyalty, trust and the sometimes brutal consequences of living close to the edge.",109 mins,Odd Lot Entertainment,"United Kingdom, United States of America",0,"3,154,346",7.1,652,7.772618,http://www.warnervideo.com/greenstreethooligans/,Released,/z3LC4kI8azbeuHRGgDdWo6VBCdX.jpg
647,tt0385700,Final Fantasy VII: Advent Children,Final Fantasy VII: Advent Children,日本語,Final Fantasy Collection,2005-07-14,"Action, Adventure, Animation, Fantasy","Is it for the children, for a memory, or for himself?","Two years have passed since the final battle with Sephiroth. Though Midgar, city of mako, city of prosperity, has been reduced to ruins, its people slowly but steadily walk the road to reconstruction. However, a mysterious illness called Geostigma torments them. With no cure in sight, it brings death to the afflicted, one after another, robbing the people of their fledgling hope.",101 mins,Square Enix,Japan,0,0,6.7,290,15.260291,http://na.square-enix.com/ff7acc/,Released,/pOHBhcZMLlVKALG098EOaobdeVX.jpg
533,tt0312004,The Curse of the Were-Rabbit,The Curse of the Were-Rabbit,English,Wallace & Gromit Collection,2005-09-04,"Adventure, Animation, Comedy, Family",Something bunny is going on...,"Cheese-loving eccentric Wallace and his cunning canine pal, Gromit, investigate a mystery in Nick Park's animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. Using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest.",85 mins,"Aardman Animations, DreamWorks Animation","United Kingdom, United States of America","30,000,000","192,452,832",6.8,660,11.766244,http://www.wallaceandgromit.com/films/the-curse-of-the-wererabbit,Released,/tLryx0x9TDV5rifA9W8yUvDZFHB.jpg
1656,tt0386140,The Legend of Zorro,The Legend of Zorro,"English, Italiano, Español",Zorro Collection,2005-10-24,"Action, Adventure",The original caped crusader is back!,"Having spent the last 10 years fighting injustice and cruelty, Alejandro de la Vega is now facing his greatest challenge: his loving wife Elena has thrown him out of the house! Elena has filed for divorce and found comfort in the arms of Count Armand, a dashing French aristocrat. But Alejandro knows something she doesn't: Armand is the evil mastermind behind a terrorist plot to destroy the United States. And so, with his marriage and the county's future at stake, it's up to Zorro to save two unions before it's too late.",129 mins,"Amblin Entertainment, Columbia Pictures Corporation","Mexico, United States of America","75,000,000","142,400,065",5.9,909,8.940007,http://www.sonypictures.com/homevideo/thelegendofzorro/index.html,Released,/rH3WJbSE3APS1l1hTXZZbz3NVP1.jpg
8274,tt0436058,American Pie Presents: Band Camp,American Pie Presents: Band Camp,English,American Pie (Spin-off) Collection,2005-10-30,Comedy,This One Time at Band Camp...,"The original American Pie characters have moved on, except for Sherman and Jim Levenstein's still understanding dad. Steve Stifler's little brother Matt wants to join his brother's business (the hit it big Girls Gone Wild) and after everything Matt has heard from Jim's band-geek wife Michelle, he plans to go back to band camp and make a video of his own: Bandies Gone Wild!",94 mins,Rogue Pictures,United States of America,"10,000,000",0,5.3,553,8.67163,http://www.americanreunionmovie.com/,Released,/hwWwljYkvWebTb9xPvzJdhLtS8R.jpg
674,tt0330373,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,"English, Français",Harry Potter Collection,2005-11-05,"Adventure, Fantasy, Family",Dark And Difficult Times Lie Ahead.,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",157 mins,"Patalex IV Productions Limited, Warner Bros., Heyday Films","United Kingdom, United States of America","150,000,000","895,921,036",7.5,"5,758",24.903058,http://harrypotter.warnerbros.com/,Released,/6sASqcdrEHXxUhA3nFpjrRecPD2.jpg
4550,tt0451094,Sympathy for Lady Vengeance,친절한 금자씨,"English, 日本語, 한국어/조선말",The Vengeance Collection,2005-07-29,"Drama, Thriller",All she wanted was a peaceful life... they didn't give it.,"After a 13-year imprisonment for the kidnap and murder of a 6 year old boy, beautiful Lee Guem-ja starts seeking revenge on the man that was really responsible for the boy's death. With the help of fellow inmates and reunited with her daughter, she gets closer and closer to her goal. But will her actions lead to the relief she seeks?",115 mins,"CJ Capital Investment, Korea Capital Investment, Moho Films, TSJ Entertainment, Samsung Venture Capital, Ilshin Capital Investments, Centurion Investment",South Korea,0,"23,803,308",7.4,362,7.400261,http://www.lady-vengeance.de/,Released,/vymGV0lscCGpaLjGyQhxkjq0jeg.jpg
10045,tt0414852,District B13,Banlieue 13,Français,District 13 Collection,2004-11-09,"Action, Thriller, Science Fiction",Welcome to District B13. Welcome to the future,"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",84 mins,"Canal Plus, TF1 Films Production, EuropaCorp",France,"12,000,000","9,584,131",6.5,572,7.594102,http://www.banlieue13-lefilm.com/,Released,/4mxGgU8aUxjjv1E0Zoww061WdWB.jpg
168705,tt0383222,BloodRayne,BloodRayne,"English, Português",BloodRayne Collection,2005-10-22,"Action, Adventure, Fantasy, Horror",Revenge never tasted so sweet.,"In eighteenth century Romania, Rayne, a dhampir (half-human, half-vampire), prone to fits of blind blood rage but saddled with a compunction for humans, strives to avenge her mother's rape by her father, Kagan, King of Vampires. Two vampire hunters, Sebastian and Vladimir, from the Brimstone Society persuade her to join their cause.",95 mins,Boll KG,United States of America,"25,000,000","2,405,420",3.6,120,6.514132,http://www.bloodrayne-themovie.com/main/index.html,Released,/qCrvpGxWjOh7tVLxyqWLR65ZuWX.jpg
1690,tt0450278,Hostel,Hostel,English,Hostel Collection,2005-01-06,Horror,Welcome To Your Worst Nightmare,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",94 mins,"International Production Company, Raw Nerve, Lionsgate, Next Entertainment, Screen Gems, Hostel LLC",United States of America,"4,800,000","80,578,934",5.7,913,12.093928,http://www.hostelfilm.com/,Released,/zF3pEs1CUbjPgioxDH4h2MEHsWl.jpg
10982,tt0443536,Hoodwinked!,Hoodwinked!,English,Hoodwinked! Collection,2005-12-16,"Animation, Comedy, Family",Armed And Dangerously Dumb.,"The recipes of candies of the goody shops have been stolen by the Goody Bandit, and many animals are out of business. While the police are chasing the criminal, there is a mess at Granny's house evolving Little Red Hiding Hood, The Wolf, The Woodsman and Granny, disturbing the peace in the forest and they are all arrested by the impatient Chief Grizzly.",80 mins,"The Weinstein Company, Kanbar Entertainment, Blue Yonder Films",United States of America,"15,000,000","51,053,787",6.0,491,6.398984,http://www.hoodwinkedthemovie.com,Released,/cx7CmTKBa5sgZqLp6680CdMrZc1.jpg
834,tt0401855,Underworld: Evolution,Underworld: Evolution,"English, Français, Magyar",Underworld Collection,2006-01-12,"Fantasy, Action, Science Fiction, Thriller","My God. Brother, what have you done?","As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",106 mins,"Lakeshore Entertainment, Screen Gems",United States of America,"50,000,000","111,340,801",6.4,"1,548",12.496805,http://www.sonypictures.com/movies/underworldawakening/,Released,/fogihlu39MuYgL6pKObI4SQWPOY.jpg
10053,tt0455857,When a Stranger Calls,When a Stranger Calls,English,When a Stranger Calls Collection,2006-02-03,"Horror, Thriller","Whatever You Do, Don't Answer The Phone.","Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",87 mins,"Davis Entertainment, Screen Gems",United States of America,"15,000,000","66,966,987",5.4,273,5.149058,http://www.sonypictures.com/movies/whenastrangercalls/site/,Released,/pYxd8DM4qBV24rJ9Jf84SYtIao1.jpg
9682,tt0454919,Pulse,Pulse,"English, Polski",Pulse Collection,2006-08-11,"Horror, Thriller",You are now infected.,"When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.",90 mins,Dimension Films,United States of America,"38,000,000","29,907,685",5.0,154,10.307277,http://www.pulsethemovie.net/,Released,/sC3vNdpQLvEobuudJBh2BG6C1Fc.jpg
950,tt0438097,Ice Age: The Meltdown,Ice Age: The Meltdown,English,Ice Age Collection,2006-03-23,"Animation, Family, Comedy, Adventure",The Ice age is melting away.,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",91 mins,"Blue Sky Studios, Twentieth Century Fox Animation",United States of America,"80,000,000","660,940,780",6.5,"3,034",16.646029,http://www.iceagemovies.com/films/ice-age-the-meltdown,Released,/isRuztu5Ch7FJdtSBLcG8QSOpEI.jpg
9792,tt0454841,The Hills Have Eyes,The Hills Have Eyes,English,The Hills Have Eyes (Reboot) Collection,2006-03-10,"Horror, Thriller",The lucky ones die first.,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",107 mins,"Fox Searchlight Pictures, Dune Entertainment, Major Studio Partners, Craven-Maddalena Films","France, United States of America","15,000,000","69,623,713",6.1,726,18.960549,http://www.foxsearchlight.com/thehillshaveeyes/,Released,/hNuqY8h1oBGTnEQK75AH4IwuiPG.jpg
588,tt0384537,Silent Hill,Silent Hill,English,Silent Hill Collection,2006-04-21,"Horror, Mystery",We've been expecting you.,"The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.",125 mins,"Silent Hill DCP Inc., Davis-Films, TriStar Pictures, Konami","Canada, France, Japan, United States of America","50,000,000","97,607,453",6.3,"1,093",7.938457,http://www.sonypictures.com/homevideo/silenthill/,Released,/4Zz9cF8S4E7DITosNYh3spybYJb.jpg
956,tt0317919,Mission: Impossible III,Mission: Impossible III,"Deutsch, English, Italiano, 普通话, Český, 广州话 / 廣州話",Mission: Impossible Collection,2006-05-03,"Adventure, Action, Thriller",The Mission Begins 05:05:06.,"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.",126 mins,"Paramount Pictures, Cruise/Wagner Productions, Studio Babelsberg, MI 3 Film, China Film Co-Production Corporation, China Film Group Corporation (CFGC), The Fourth Production Company Film Group","China, Germany, United States of America","150,000,000","397,850,012",6.5,"2,062",15.687983,http://www.missionimpossible.com/,Released,/qjy8ABAbWooV4jLG6UjzDHlv4RB.jpg
591,tt0382625,The Da Vinci Code,The Da Vinci Code,"English, Français, Latin, Español",Robert Langdon Collection,2006-05-17,"Thriller, Mystery",Seek the truth.,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",149 mins,"Columbia Pictures, Imagine Entertainment, Skylark Productions, Government of Malta","United States of America, Malta, France, United Kingdom","125,000,000","767,820,459",6.5,"2,773",18.566706,http://www.sonypictures.com/homevideo/thedavincicode/index.html,Released,/5IqaT3fza0Y9vKazjGwDGsNuuS8.jpg
920,tt0317219,Cars,Cars,"English, Italiano, 日本語, ",Cars Collection,2006-06-08,"Animation, Adventure, Comedy, Family",Ahhh... it's got that new movie smell.,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",117 mins,"Walt Disney Pictures, Pixar Animation Studios",United States of America,"120,000,000","461,983,149",6.6,"3,991",18.907948,http://disney.go.com/disneyvideos/animatedfilms/cars/,Released,/5damnMcRFKSjhCirgX3CMa88MBj.jpg
58,tt0383574,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,"English, Türkçe, ελληνικά, 普通话",Pirates of the Caribbean Collection,2006-06-20,"Adventure, Fantasy, Action",Jack is back!,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",151 mins,"Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions",United States of America,"200,000,000","1,065,659,812",7.0,"5,380",29.455314,http://disney.go.com/disneypictures/pirates/,Released,/waFr5RVKaQ9dzOt3nQuIVB1FiPu.jpg
